,urban_area,target_variable,macroentity,num_datapoints,num_macroentities,num_bg,model_embeddings,trial,train_r2,val_r2,test_r2,train_to_test_r2,train_mae,val_mae,test_mae,train_to_test_mae
15,Philadelphia,Median Income,zip,14992,189,1472,LightGCN,5,0.9924264550209045,0.26997894048690796,0.27155381441116333,0.46235132217407227,0.07989578694105148,0.5168645977973938,0.9292458295822144,0.7350523471832275
16,Philadelphia,Median Income,zip,14992,189,1472,LightGCN,6,0.9876737594604492,0.10520541667938232,0.2594352960586548,0.46235132217407227,0.11441999673843384,0.602072536945343,0.9311671257019043,0.7350523471832275
17,Philadelphia,Median Income,zip,14992,189,1472,LightGCN,7,0.9964174628257751,0.21108770370483398,0.327922523021698,0.46235132217407227,0.047455064952373505,0.5568237900733948,0.8702623248100281,0.7350523471832275
18,Philadelphia,Median Income,zip,14992,189,1472,LightGCN,8,0.9970383644104004,0.30675333738327026,0.30381321907043457,0.46235132217407227,0.04081965610384941,0.5107731819152832,0.8934480547904968,0.7350523471832275
19,Philadelphia,Median Income,zip,14992,189,1472,LightGCN,9,0.9916608929634094,0.13997185230255127,0.2719213366508484,0.46235132217407227,0.08474455773830414,0.5527844429016113,0.9215326905250549,0.7350523471832275
20,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,0,0.9838601350784302,0.32920676469802856,0.3036668300628662,0.46235132217407227,0.13559558987617493,0.4557443857192993,0.8856297135353088,0.7350523471832275
21,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,1,0.9923328757286072,0.43259304761886597,0.2925114035606384,0.46235132217407227,0.08968858420848846,0.4494728744029999,0.889255940914154,0.7350523471832275
22,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,2,0.9959445595741272,0.3676939606666565,0.30241334438323975,0.46235132217407227,0.06561175733804703,0.4956420660018921,0.8691306710243225,0.7350523471832275
23,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,3,0.9926855564117432,0.46651071310043335,0.29361289739608765,0.46235132217407227,0.08554495126008987,0.4549419581890106,0.8732588291168213,0.7350523471832275
24,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,4,0.986305832862854,0.44484835863113403,0.25051915645599365,0.46235132217407227,0.12612852454185486,0.46700146794319153,0.91261887550354,0.7350523471832275
25,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,5,0.999439001083374,0.45312803983688354,0.28763771057128906,0.46235132217407227,0.0173745509237051,0.4731581211090088,0.8857920169830322,0.7350523471832275
26,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,6,0.9759711027145386,0.5329684615135193,0.2863490581512451,0.46235132217407227,0.15425629913806915,0.43238675594329834,0.8859509825706482,0.7350523471832275
27,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,7,0.9973158240318298,0.5003544092178345,0.24820435047149658,0.46235132217407227,0.05204468220472336,0.44798335433006287,0.9268128871917725,0.7350523471832275
28,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,8,0.9996318817138672,0.5251353979110718,0.3131163716316223,0.46235132217407227,0.01632584258913994,0.4133590757846832,0.8688066601753235,0.7350523471832275
29,Philadelphia,Median Income,zip,14992,189,1472,Feat-LightGCN,9,0.9988873600959778,0.49950695037841797,0.2825409173965454,0.46235132217407227,0.034136999398469925,0.4345967173576355,0.9013519883155823,0.7350523471832275
30,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,0,0.9999891519546509,0.2556154727935791,0.41946929693222046,0.46235132217407227,0.002705588238313794,0.5189858078956604,0.7780784964561462,0.7350523471832275
31,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,1,0.999986469745636,0.18015354871749878,0.4182904362678528,0.46235132217407227,0.0032571577467024326,0.5604511499404907,0.7778841257095337,0.7350523471832275
32,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,2,0.9999812841415405,0.08262532949447632,0.4039347171783447,0.46235132217407227,0.00339573179371655,0.5861920118331909,0.787304699420929,0.7350523471832275
33,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,3,0.9999867081642151,0.23120075464248657,0.41891729831695557,0.46235132217407227,0.003098075743764639,0.5150520205497742,0.774968683719635,0.7350523471832275
34,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,4,0.9999871850013733,0.19644135236740112,0.4120553731918335,0.46235132217407227,0.002970033558085561,0.5412900447845459,0.7779223322868347,0.7350523471832275
35,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,5,0.9999890327453613,0.2484338879585266,0.41917091608047485,0.46235132217407227,0.0026808762922883034,0.5325150489807129,0.7788407802581787,0.7350523471832275
36,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,6,0.9999876022338867,0.058292269706726074,0.4100065231323242,0.46235132217407227,0.0029384654480963945,0.5824110507965088,0.7844527959823608,0.7350523471832275
37,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,7,0.9999906420707703,0.13556528091430664,0.41408783197402954,0.46235132217407227,0.002634017961099744,0.5491294860839844,0.7790684700012207,0.7350523471832275
38,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,8,0.9999911785125732,0.2517775297164917,0.41897422075271606,0.46235132217407227,0.0025602818932384253,0.5382064580917358,0.7747195959091187,0.7350523471832275
39,Philadelphia,Median Income,zip,14992,189,1472,Feat\&PC-LightGCN,9,0.9999737739562988,0.2113128900527954,0.4103112816810608,0.46235132217407227,0.0047126454301178455,0.553957998752594,0.7841238975524902,0.7350523471832275
40,Philadelphia,Median Income,zip,14992,189,1472,RGNN,0,0.9997707605361938,0.358323872089386,0.12008547782897949,0.46235132217407227,0.010385987348854542,0.467734694480896,0.9880720376968384,0.7350523471832275
41,Philadelphia,Median Income,zip,14992,189,1472,RGNN,1,0.9494153261184692,0.25090694427490234,0.1892830729484558,0.46235132217407227,0.19401687383651733,0.5380377769470215,0.9531939029693604,0.7350523471832275
