,urban_area,target_variable,target_entity,num_datapoints,model_embeddings,trial,train_f1,val_f1,test_f1,train_score,val_score,test_score
19,Philadelphia,Median Income,bg,29555,RGNN,9,0.7819905213270142,0.6719858156028369,0.6737588652482269,0.8671567911771972,0.7344197977968915,0.7311251949097128
20,Philadelphia,Median Income,bg,29555,Feat-RGNN,0,0.6226303317535545,0.5975177304964538,0.5833333333333334,0.8294990004716876,0.7967280317891454,0.7725215029425079
21,Philadelphia,Median Income,bg,29555,Feat-RGNN,1,0.7582938388625592,0.6879432624113475,0.7464539007092199,0.846096505020103,0.7602987777274786,0.7942382173934913
22,Philadelphia,Median Income,bg,29555,Feat-RGNN,2,0.7411137440758294,0.675531914893617,0.6985815602836879,0.8452963208373577,0.7476233589859665,0.7785699914491223
23,Philadelphia,Median Income,bg,29555,Feat-RGNN,3,0.7541469194312796,0.7127659574468085,0.6843971631205674,0.84761264347162,0.7820154921784618,0.7457119863185957
24,Philadelphia,Median Income,bg,29555,Feat-RGNN,4,0.75,0.6861702127659575,0.7127659574468085,0.8326660452370791,0.7502514964036013,0.798928625320658
25,Philadelphia,Median Income,bg,29555,Feat-RGNN,5,0.754739336492891,0.6648936170212766,0.6897163120567376,0.8336655735495608,0.7420401388260147,0.7673909763090387
26,Philadelphia,Median Income,bg,29555,Feat-RGNN,6,0.7582938388625592,0.6932624113475178,0.700354609929078,0.8364395453830776,0.7645239173079825,0.7564131582918365
27,Philadelphia,Median Income,bg,29555,Feat-RGNN,7,0.7494075829383886,0.7056737588652482,0.675531914893617,0.8341751645290986,0.7787963382123636,0.7425682812735777
28,Philadelphia,Median Income,bg,29555,Feat-RGNN,8,0.7422985781990521,0.6861702127659575,0.6648936170212766,0.8542148648952181,0.78168854685378,0.7708239022181983
29,Philadelphia,Median Income,bg,29555,Feat-RGNN,9,0.7618483412322274,0.6914893617021277,0.6914893617021277,0.841743222299589,0.7625496705397113,0.7406569086062069
30,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,0,0.7902843601895735,0.725177304964539,0.7056737588652482,0.8650103322027808,0.7727352748855691,0.7821915396609829
31,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,1,0.7636255924170616,0.6932624113475178,0.7340425531914894,0.8360043574942161,0.7572053719631808,0.7820657914591821
32,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,2,0.7565165876777251,0.700354609929078,0.7039007092198581,0.8397764538083151,0.7551053769931091,0.795231628187717
33,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,3,0.7624407582938388,0.7304964539007093,0.6790780141843972,0.8562335751667752,0.8014435893566723,0.7343694985161712
34,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,4,0.7488151658767772,0.6471631205673759,0.6808510638297872,0.8467310370387009,0.7451209697701323,0.7761933504350889
