,urban_area,target_variable,macroentity,n_quantiles,num_datapoints,num_macroentities,num_bg,model_embeddings,trial,train_f1,val_f1,test_f1,train_to_test_f1,train_auc,val_auc,test_auc,train_to_test_auc
23,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-LightGCN,3,1.0,0.9909969989996665,0.765625,0.765625,1.0,0.9992433015040287,0.8002985069116257,0.765625
24,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-LightGCN,4,0.9965813391144834,0.9863287762587529,0.7615489130434783,0.765625,0.9998601645962368,0.998885475348627,0.8002154344872401,0.765625
25,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-LightGCN,5,1.0,0.9879959986662221,0.7615489130434783,0.765625,1.0,0.9992597199780958,0.8021473298676749,0.765625
26,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-LightGCN,6,1.0,0.9879959986662221,0.764266304347826,0.765625,1.0,0.9989376281486047,0.8027722191044424,0.765625
27,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-LightGCN,7,1.0,0.9883294431477159,0.764266304347826,0.765625,1.0,0.9992360580595875,0.8015390551157845,0.765625
28,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-LightGCN,8,0.9878262319686484,0.9789929976658887,0.7574728260869565,0.765625,0.9990184339908638,0.9975715145269692,0.7991871824787334,0.765625
29,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-LightGCN,9,1.0,0.9923307769256419,0.765625,0.765625,1.0,0.9995426972076039,0.8023125516895084,0.765625
30,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,0,1.0,0.9973324441480493,0.7649456521739131,0.765625,1.0,0.9999435011333576,0.7905134983459357,0.765625
31,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,1,1.0,0.9986662220740247,0.7649456521739131,0.765625,1.0,0.9999763380814917,0.7918980387523631,0.765625
32,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,2,1.0,0.9976658886295432,0.7649456521739131,0.765625,1.0,0.9999468814074303,0.7978838684428168,0.765625
33,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,3,1.0,0.9983327775925308,0.7649456521739131,0.765625,1.0,0.9999937223481509,0.790609493147448,0.765625
34,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,4,1.0,0.9983327775925308,0.7649456521739131,0.765625,1.0,0.9999932394518548,0.7953381601488657,0.765625
35,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,5,1.0,0.9956652217405801,0.7629076086956522,0.765625,1.0,0.9996769423779165,0.7922497120155956,0.765625
36,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,6,1.0,0.9963321107035679,0.7635869565217391,0.765625,1.0,0.9998971430889331,0.7904119653827977,0.765625
37,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,7,1.0,0.9966655551850617,0.764266304347826,0.765625,1.0,0.9996701818297713,0.7979327888705103,0.765625
38,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,8,1.0,0.9969989996665555,0.7649456521739131,0.765625,1.0,0.9999188734222572,0.7933167311554821,0.765625
39,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-LightGCN,9,1.0,0.9986662220740247,0.7649456521739131,0.765625,1.0,0.9999652314666816,0.7918878854560492,0.765625
40,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,0,0.9644792795797549,0.9593197732577526,0.7527173913043478,0.765625,0.9951955213045731,0.9940396110173756,0.7884837621101134,0.765625
41,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,1,0.922704911198199,0.9126375458486162,0.7404891304347826,0.765625,0.9780775386407805,0.9729684311375394,0.7848867261342156,0.765625
42,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,2,0.9613107646126907,0.9489829943314438,0.7588315217391305,0.765625,0.9942306268165766,0.9909162377742731,0.7902873567462193,0.765625
43,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,3,0.951221545901776,0.9416472157385796,0.7581521739130435,0.765625,0.9901342347391251,0.986545060502077,0.7921804849952742,0.765625
44,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,4,0.9423830567831235,0.9223074358119373,0.7561141304347826,0.765625,0.9861064314741889,0.9798608099716153,0.7861854250354442,0.765625
45,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,5,0.9111981989493871,0.8989663221073692,0.7289402173913043,0.765625,0.970490018289142,0.9649562157928336,0.7932567344045369,0.765625
46,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,6,0.8562494788626699,0.8512837612537513,0.7051630434782609,0.765625,0.8967425780622835,0.8939018889937308,0.7586662999172968,0.765625
47,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,7,0.9803218544150755,0.970323441147049,0.7595108695652174,0.765625,0.9980485410667285,0.9963324026312053,0.797000531663516,0.765625
48,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,8,0.9736512965896773,0.9639879959986662,0.7574728260869565,0.765625,0.9966172064111906,0.9941434337210346,0.7897667695534026,0.765625
49,Philadelphia,Median Income,zip,2,14992,189,1472,RGNN,9,0.9736512965896773,0.9689896632210737,0.7547554347826086,0.765625,0.9965413540102074,0.9961310348757364,0.788859434073724,0.765625
50,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,0,0.9687317601934462,0.9606535511837279,0.7581521739130435,0.765625,0.9951268418859646,0.9932751861806669,0.7980610896148395,0.765625
51,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,1,0.8574168264821146,0.8626208736245415,0.734375,0.765625,0.9263981939668666,0.9257242720096888,0.7921001816517014,0.765625
52,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,2,0.8515800883848912,0.8456152050683561,0.7126358695652174,0.765625,0.9267594253592442,0.9240266500807885,0.7897824610113423,0.765625
53,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,3,0.9709830734595181,0.9543181060353451,0.7567934782608695,0.765625,0.995849969115403,0.9903642873078434,0.7989647329867675,0.765625
54,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,4,0.98182272992579,0.9673224408136045,0.7574728260869565,0.765625,0.9977717998562141,0.996396144942289,0.7927259939154064,0.765625
55,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,5,0.9468856833152672,0.9389796598866289,0.7472826086956522,0.765625,0.9887151621081935,0.9846834952806545,0.796609168241966,0.765625
56,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,6,0.9357124989577253,0.928976325441814,0.7554347826086957,0.765625,0.9859810175402522,0.9812095393265915,0.7959021296077504,0.765625
57,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,7,0.9551404986241975,0.9506502167389129,0.7554347826086957,0.765625,0.9911580533897008,0.9899330609154361,0.8011772285562382,0.765625
58,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,8,0.6552155423997332,0.6558852950983661,0.5027173913043478,0.765625,0.7457559350917278,0.7533609582207783,0.6668066590855388,0.765625
59,Philadelphia,Median Income,zip,2,14992,189,1472,Feat-RGNN,9,0.9914116567997999,0.9893297765921975,0.7649456521739131,0.765625,0.9990524263768108,0.9988560186745655,0.804999483104915,0.765625
60,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,0,0.994413407821229,0.9913304434811604,0.7595108695652174,0.765625,0.9994554875821934,0.9990998813040906,0.7967014709357277,0.765625
61,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,1,0.978153923121821,0.968322774258086,0.7472826086956522,0.765625,0.9980828656750173,0.9959398079424852,0.7958901302575614,0.765625
62,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,2,0.9888268156424581,0.9826608869623208,0.7581521739130435,0.765625,0.9986649192174196,0.9976724398528518,0.7902836646384688,0.765625
63,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,3,0.9750687901275744,0.9736578859619873,0.7574728260869565,0.765625,0.9966652125395449,0.9956437925129827,0.8040607647093573,0.765625
64,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,4,0.9497206703910615,0.9473157719239746,0.7445652173913043,0.765625,0.9886635468371285,0.9873374933239587,0.7933665746101134,0.765625
65,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,5,0.960143416993246,0.9493164388129376,0.7540760869565217,0.765625,0.9920565940154795,0.9883576117494464,0.7933490370982986,0.765625
66,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,6,0.9871591761861086,0.976325441813938,0.7472826086956522,0.765625,0.997938801986907,0.995971679098027,0.7973946641658789,0.765625
67,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,7,0.998248978570833,0.9923307769256419,0.7622282608695652,0.765625,0.9999468142233203,0.9990916720670568,0.7952689331285444,0.765625
68,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,8,0.9729842408071375,0.9666555518506169,0.75,0.765625,0.9971986861150028,0.9948914400836762,0.7848359596526465,0.765625
69,Philadelphia,Median Income,zip,2,14992,189,1472,Feat\&PC-RGNN,9,0.9844075710831318,0.9846615538512837,0.7595108695652174,0.765625,0.9983474354670183,0.9987212906079567,0.7971823679702268,0.765625
70,Philadelphia,Median Income,zip,2,14992,189,1472,NoPreTrain,0,1.0,0.9923307769256419,0.7649456521739131,0.765625,1.0,0.9996870832001344,0.7702918241965974,0.765625
71,Philadelphia,Median Income,zip,2,14992,189,1472,NoPreTrain,1,1.0,0.9929976658886296,0.7635869565217391,0.765625,1.0,0.9991095392300121,0.7773354427575614,0.765625
